"Variable","Lasso_Beta","Ridge_Beta","Enet_Beta"
"(Intercept)",-0.016519928709902,-0.0176063945983435,-0.0182416568886412
"age",0,-0.0432450387929636,-0.0127115182693748
"sex",0,0.00917193245157307,0
"cohort_number",-0.053816394497232,-0.137093053925046,-0.0932244719037327
"race",0.0404543757622031,0.111167950034776,0.077579229680112
"ethnicity",0,-0.0188460553018564,0
"education",0,-0.047120126183155,0
